"_id","type","state","name","experience","education","location","department","requisition_id","description","category","creator_id","creation_date","updated_date","first_publish_date","last_publish_date"
"b45d579b465501","Full-Time","closed","Chef de projet R&D - électronique de puissance (CDI) H/F",,,"Ecully, FR","France",,"<p><strong>Référence </strong><strong>: AMBATM19121B | Secteur d'activité : Electroménager | Type de contrat : CDI | Région : Auvergne Rhône-Alpes | Ville : Pont-Eveque /&nbsp;Ecully</strong></p><br><p>Adoc Talent Management recherche un·e Chef de projet R&D électronique de puissance pour la Direction des Technologies de son client, leader sur le marché du petit équipement domestique. Cette équipe est garante de l’innovation en matière de moteurs, de transfert d’énergie et d’électronique associée, qui ont vocation à être intégrés dans l’ensemble des produits du groupe.</p>\n<p><strong>Poste</strong></p>\n<p>En tant que chef de projet, vous assurerez la gestion de projets techniques et leur implémentation jusqu’au prototype industrialisable. Vous serez en charge de projets de conception d’électronique de puissance et pilotage pour la conversion et le transfert d’énergie (moteurs brushless, induction, autres technologies prometteuses). Vous pourrez encadrer fonctionnellement le travail d’un ingénieur ou des prestataires sur le volet software / programmation embarquée. </p>\n<p>Afin de développer les solutions techniques électroniques assurant l’innovation des produits, vous partirez d’une analyse du besoin, vous rédigerez les spécifications et identifierez et créerez les solutions pertinentes dans l’optique d’une production de masse. Vous concevrez, développerez et testerez les cartes devant respecter les normes de CEM. Vous pourrez mettre à profit et développer votre technicité et votre polyvalence : choix des composants à implémenter, microcontrôleurs, MOSFET, IGBT, drivers, routage, convertisseurs, alimentations, etc..</p>\n<p>Vous assurerez le pilotage du projet et le reporting associé dans le respect des délais et des jalons. Vous conduirez une veille sur vos domaines d’intervention et apporterez votre support technique en transverse. </p>\n<p><strong>Profil</strong></p>\n<p>Vous êtes docteur, scientifique ou ingénieur en électronique de puissance ou électronique analogique, hardware. </p>\n<p>Vous témoignez d’une expérience d’au moins cinq ans dans la conception et développement de cartes électroniques, idéalement pour la commande de moteurs électriques. Ainsi, vous avez de bonnes connaissances en régulation / asservissement, sur les problématiques d’alimentation, filtrage, drivers, ainsi qu’en CEM et testabilité. Des compétences en programmation de microcontrôleur / software embarqué langage C et sur les outils de simulation et modélisation seraient un plus.</p>\n<p>Vous êtes rigoureux·se et méthodique, tant dans le travail expérimental que dans la gestion des projets pour passer les jalons techniques. Vous êtes créatif·ve pour générer de nouveaux concepts et savez argumenter et convaincre de la pertinence de vos propositions en français comme en anglais. Curieux·se, vous avez envie de vous ouvrir à de nouvelles technologies de conversion et transfert d’énergie.</p>\n<p>Ouvert·e, dynamique et ayant le sens de l’entraide en équipe, vous aimez partager votre expertise auprès d’interlocuteurs multiples et vous adapter à un environnement international. Polyvalence, agilité et flexibilité vous caractérisent. Aujourd’hui autonome techniquement, ce poste est un parfait tremplin pour développer vos compétences en gestion de projet.</p>\n<p><strong>Modalité de candidature </strong></p>\n<p>Le poste, à pourvoir au plus tôt, sera basé à Pont-Evêque (38) puis Ecully (69) au sein d’un Groupe résolument tourné vers l’innovation, l’international et favorisant le développement individuel. Vous aimez investiguer des idées nouvelles, avez le goût pour les challenges, alors merci d’envoyer au plus vite votre candidature (CV, publications et brevets, motivations, prétentions salariales) à Adoc Talent Management (<a href=""file:///C:/Users/adoc/Downloads/www.adoc-tm.com"">www.adoc-tm.com</a>).</p><p></p>",,"e67e393c3c5e","2019-10-26T08:43:22.629Z","2020-04-01T08:36:29.071Z","2019-10-29T08:23:28.944Z","2020-02-21T09:55:33.614Z"
"a901ad66059901","Full-Time","closed","Biostatistician, Consulting Services (CDI) F/M",,"Master's Degree","Ottignies / Louvain-la-Neuve, BE","Belgium",,"<p>Our client, a&nbsp; fast growing company, provides biostatistical and eClinical services for clinical research. We are looking for a new Biostatistician to expand their Consulting Services Team. This position is offering a motivating challenge in a human-centered positive professional context.</p>\n<p>The Biostatistician collaborates on the design, analysis, interpretation, and communication of scientific investigations and supports the analysis of data gathered during the completion of clinical trials. You will act as Project Coordinator for consulting projects and ensure quality, good communication, on-time delivery and positive relationship with the client and internal teams. </p>\n<p>You develop and maintain state-of-the-art knowledge of advanced statistical methods and standard practices in clinical trials. You will design clinical trials, develop SAS and/or R programs to perform analysis, write statistical summary reports and assist biostatisticians in writing Statistical Analysis Plans.</p>\n<p>You hold a Master’s degree or Ph.D. in (Bio)Statistics and strong knowledge in Clinical trials, Good Clinical Practice with over 3 years of experience in clinical biostatistics and in consultancy. You have good use of sample size software, SAS and R programming.</p>\n<p>You have excellent interpersonal skills (assertivity, proactivity, leadership & team player), naturally well self-organized and autonomous. You are curious, keen to learn and enjoy to build client partnership. You are a problem solver, showing a high emotional quotient allowing you to address challenges pragmatically with ethics and scientific rigor.</p>\n<p>You are fluent in English and flexible to travel in Europe or abroad.</p>\n<p>Join a unique opportunity to work in an innovative, dynamic and future-oriented company with a strong international environment to contribute to the progress of clinical research! An inspiring and exciting career with international and challenging projects is waiting for you! </p>\n<p>Interested in this challenging position ?</p>\n<p>Send us your application (CV, motivations, salary expectation) to Adoc Talent Management (www.adoc-tm.com).</p>",,"39f87dc4c6e7","2019-10-28T14:50:30.935Z","2020-05-13T13:38:34.083Z","2019-10-28T15:00:02.275Z","2019-10-28T15:00:02.275Z"
"7059e205499201","Full-Time","archived","Strategy and Management Consultant (CDI) F/M","Associate","Doctorate","Brussels, BE","Belgique",,"<p>Do you dream of a career that values your doctoral education, analytical skills and your scientific approach while allowing you to acquire business knowledge through challenging and diversified missions?</p>\n<p>Adoc Talent Management is looking for a Strategy and Management Consultant for its client, an international strategy consulting firm. </p>\n<p>A major player in the strategy consulting market, this firm works with clients from all over the world and in all sectors. Consultant teams have to develop and implement strategies in the most competitive markets to give clients a sustainable competitive advantage. They provide their clients with a clear vision of the dynamics and markets, as well as expertise at each level of their organization. The cases concern the analysis of business opportunities, product or brand development, profit growth, redefinition of a strategy in the face of competition or reduced sales, mergers and acquisitions, marketing strategy issues,...</p>\n<p>Based in Brussels, you will be responsible for one or more types of activities: competitive analysis, business portfolio analysis, development of growth strategies, leading work groups at the clients’ premises, etc. You will be tasked with turning data into meaningful insights and transformative solutions for clients. Moreover, you will be preparing meeting summaries and will contribute to client presentations. Finally, you will participate in making recommendations and planning their implementations.</p>\n<p>Not only will you have a chance to work for clients in the industry most related to your field of study, but you will also benefit from the firm’s generalist approach, which allows the team members to develop a broad business skill set that can be applied across all industries and business needs.</p>\n<p>As personal development is at the heart of the firm's concerns, you will benefit from an individualized training program (problem solving, communication and presence, interactions with clients, specific training on certain innovative subjects) and an integration process working on missions in teams (with consultants and managers) to evolve in managerial roles.</p>\n<p>PhD/Postdocs graduate from the best international universities (an MBA is a plus), you are rigorous and possess excellent analytical skills. Your expertise, skill set and natural curiosity will be critical inputs to the work in creating impact for clients from day one. You enjoy working on diverse business issues in teams. You are able to work on complex issues, formalize, conceptualize, and show great resilience and intellectual agility. You are deadline-driven, organized and able to multitask. You are creative, proactive and recognized for your leadership and conviction. Curious by nature, you like to learn and have a penchant for thinking the impossible. Your flexibility allows you to adapt quickly in a variety of environments. You like challenges. A solid team player who’s also an independent thinker. You are fluent in English. </p>\n<p>Please send your application, CV, motivation letter and salary expectations to Adoc Talent Management (www.adoc-tm.com)</p>","Customer Service","39f87dc4c6e7","2019-10-31T15:15:25.097Z","2019-10-31T15:31:49.189Z",,
"97a62c38f66801","Full-Time","published","Strategy and Management Consultant (CDI) F/M","Associate","Doctorate","Brussels, BE","Benelux",,"<p>Do you dream of a career that values your doctoral education, analytical skills and your scientific approach while allowing you to acquire business knowledge through challenging and diversified missions?</p>\n<p>Adoc Talent Management is looking for a Strategy and Management Consultant for its client, an international strategy consulting firm. </p>\n<p>A major player in the strategy consulting market, this firm works with clients from all over the world and in all sectors. Consultant teams have to develop and implement strategies in the most competitive markets to give clients a sustainable competitive advantage. They provide their clients with a clear vision of the dynamics and markets, as well as expertise at each level of their organization. The cases concern the analysis of business opportunities, product or brand development, profit growth, redefinition of a strategy in the face of competition or reduced sales, mergers and acquisitions, marketing strategy issues,...</p>\n<p>Based in Brussels, you will be responsible for one or more types of activities: competitive analysis, business portfolio analysis, development of growth strategies, leading work groups at the clients’ premises, etc. You will be tasked with turning data into meaningful insights and transformative solutions for clients. Moreover, you will be preparing meeting summaries and will contribute to client presentations. Finally, you will participate in making recommendations and planning their implementations.</p>\n<p>Not only will you have a chance to work for clients in the industry most related to your field of study, but you will also benefit from the firm’s generalist approach, which allows the team members to develop a broad business skill set that can be applied across all industries and business needs.</p>\n<p>As personal development is at the heart of the firm's concerns, you will benefit from an individualized training program (problem solving, communication and presence, interactions with clients, specific training on certain innovative subjects) and an integration process working on missions in teams (with consultants and managers) to evolve in managerial roles.</p>\n<p>PhD/Postdocs graduate from the best international universities (an MBA is a plus), you are rigorous and possess excellent analytical skills. Your expertise, skill set and natural curiosity will be critical inputs to the work in creating impact for clients from day one. You enjoy working on diverse business issues in teams. You are able to work on complex issues, formalize, conceptualize, and show great resilience and intellectual agility. You are deadline-driven, organized and able to multitask. You are creative, proactive and recognized for your leadership and conviction. Curious by nature, you like to learn and have a penchant for thinking the impossible. Your flexibility allows you to adapt quickly in a variety of environments. You like challenges. A solid team player who’s also an independent thinker. You are fluent in English. </p><p></p>\n<p>Please send your application, CV, motivation letter and salary expectations to Adoc Talent Management (www.adoc-tm.com)</p>","Customer Service","39f87dc4c6e7","2019-10-31T15:26:25.245Z","2022-07-07T16:16:41.324Z","2019-10-31T15:34:19.701Z","2022-07-07T16:16:41.022Z"
"f0789d7c052501","Full-Time","draft","Advanced Analytics Specialist (CDI) F/M","Associate","Doctorate","Brussels, BE","Benelux",,"<p>Are you looking for a position that will make good use of your doctoral education, strong analytical skills and your scientific approach, while allowing you to acquire business knowledge through challenging and diversified assignments?</p>\n<p>Adoc Talent Management is looking for an Advanced Analytics Specialist for its client, an international strategy consulting firm. </p>\n<p>A major player in the strategy consulting market, this firm works with clients from all over the world and in all sectors. It helps themdevelop and implement strategies in the most competitive markets to give them a sustainable competitive advantage. They provide their clients with a clear vision of the dynamics and markets, as well as expertise at each level of their organization. The cases concern the analysis of business opportunities, product or brand development, profit growth, redefinition of a strategy in the face of competition or reduced sales, mergers and acquisitions, marketing strategy issues,...</p>\n<p>Based in Brussels, you will support Case teams by providing practical, value-added answers to the client through exploratory and deep analysis using data science techniques. You will develop solutions that bring critical insights to a wide range of different problems, such as customers targeting and market segmentation, product design, marketing optimization, demand forecasting and brand valuation, profit and price analyses, and fraud detection. You will communicate effectively with analytics experts and business leaders inside and outside to develop data-driven solutions for clients across a variety of sectors. You will alsotranslate business objectives into data and analytics solutions using appropriate data engineering, analytics, and visualization applications.</p>\n<p>PhD/Postdocs graduate from the best international universities in STEM fields as Engineering, IT, mathematics, statistics, economics… You are rigorous and demonstrate strong foundation in Mathematics and excellent analytical skills. You have developed through your PhD a strong level of mastery with R and/or Python (machine learning techniques is a plus). You are naturally able to explain and discuss mathematical and machine learning technicalities to a business audience.You enjoyworking on diverse business issues in teams. You are able to work on complex issues, formalize, conceptualize and you show great resilience and intellectual agility. You are deadline-driven, organized and able to multitask. You are creative, proactive and recognized for your leadership and conviction. Curious by nature, you like to learn and have a penchant for thinking the impossible. Your flexibility allows you to adapt quickly in a variety of environments. You like challenges. A solid team player who’s also an independent thinker. You are fluent in English. </p><p></p>\n<p>Please send your application, CV, motivation letter and salary excpectations to Adoc Talent Management (www.adoc-tm.com)</p>","Other","39f87dc4c6e7","2019-10-31T15:40:16.494Z","2022-06-20T10:55:43.547Z","2019-10-31T15:47:25.585Z","2021-02-24T11:40:47.297Z"
"223bd39f96a101","Full-Time","draft","Chef de projet innovation thermique et électromagnétisme H/F (CDI)","Associate","Master's Degree","Rumilly, FR",,,"<p>Adoc Talent Management recherche pour son client un·e Chef.fe de projet innovation thermique et électromagnétisme H/F. Notre client est un acteur majeur sur le secteur de la fabrication d’articles ménagers et culinaires. Sa dynamique innovante lui a permis de se positionner sur plusieurs marques aussi complémentaires qu’influentes. Son positionnement international lui permet et le pousse à être en permanence à la pointe de la technologie et être pionnier sur ses activités.</p>\n<p><strong>Poste </strong></p>\n<p>Au sein de l’équipe Innovation Recherche – Matériaux Procédés et Produits, vous serez en charge, à partir des briques technologiques, de la gestion des projets d’innovation en faisant le lien entre les services.</p>\n<p>En lien étroit avec le service Marketing, vous devrez prendre en compte les besoins identifiés et être garant.e des explorations innovantes sur les articles culinaires. </p>\n<p>Pour ce faire, vous estimerez le coût, la faisabilité et l’intérêt technique des projets et ferez le lien entre les experts et le service marketing sur les process et le développement des nouvelles innovations. De plus, vous mettrez en place des tests et essais sur les innovations en cours pour en montrer la performance.</p>\n<p>Egalement, vous aurez la charge de mener à bien la veille technologique, technique et économique et développerez de la propriété intellectuelle en lien avec les produits et innovations en cours.</p>\n<p>Le poste est à pourvoir au plus vite, en CDI, dans un cadre de vie agréable à Rumilly</p>\n<p><strong>Profil </strong></p>\n<p>Ingénieur.e et/ou docteur.e en matériaux, thermique ou domaine connexe et êtes familier.e avec les aspects thermique, électromagnétisme, mécanique. Des connaissances sur les procédés d’induction seraient un plus. Vous justifiez d’une expérience significative en innovation dans le secteur industriel.</p>\n<p>Votre créativité et votre force de proposition vous permettent d’analyser les problèmes rencontrés dans le but de faire avancer l’innovation. Vous avez une capacité de leadership certaine et de la pédagogie afin de partager les informations importantes et partager. Vous êtes curieux.se et polyvalent, et vous positionner sur certaines décisions ne vous fait pas peur. Vous avez une appétence pour le travail collaboratif en environnement international, alliée à de fortes qualités de communication (en anglais et en français).</p>\n<p>Si l’idée d’évoluer en équipe dans un environnement technique pluridisciplinaire vous motive, envoyez-nous votre candidature sans plus tarder à Adoc Talent Management.</p>",,"704893ff996b","2019-11-04T14:49:27.860Z","2021-01-18T10:42:21.289Z","2019-11-04T14:51:23.084Z","2019-11-04T14:51:23.084Z"
"86ed7b47bc1e01","Full-Time","closed","Chef de projet innovation en mécanique des revêtements H/F (CDI)","Mid Level","Doctorate","Rumilly, FR","France",,"<p>Adoc Talent Management recherche pour son client un·e Chef de projet innovation en mécanique des revêtements H/F. Etre au cœur d’une industrie innovante et proche du quotidien de chacun vous motive? Notre client est un acteur majeur sur le secteur de la fabrication d’articles ménagers et culinaires. Sa dynamique lui a permis de se positionner sur plusieurs marques aussi complémentaires qu’influentes au niveau international, ce qui le pousse à être en permanence à la pointe de la technologie et être pionnier sur ses activités.</p>\n<p><strong>Poste </strong></p>\n<p>En tant qu’acteur essentiel de l’équipe Innovation Revêtements, vous interviendrez sur l’ensemble du processus de développement des nouveaux produits, des phases d’identification d’applications, jusqu’aux tests de performances et phases industrielles. Vous travaillerez en partenariat étroit avec les services Marketing pour identifier les besoins et opportunités afin d’actionner des leviers techniques permettant de proposer des solutions innovantes pour les nouveaux revêtements et les procédés associés. Vous serez en charge de l’estimation du coût, de la faisabilité et l’intérêt technique des projets dont vous suivrez la réalisation technique. En lien direct avec les fournisseurs et partenaires de recherche, vous serez l’interlocuteur·rice privilégié·e afin de pérenniser les opportunités et veiller au bon suivi des projets et serez amené·e à vous déplacer sur leurs sites d’activités.</p>\n<p>Vous assurerez la communication entre les experts et partenaires industriels chimistes et mettrez en place des tests et essais sur les innovations en cours pour estimer leur performance</p>\n<p>Et comme vous n’êtes jamais à court d’énergie, vous aurez également la charge de mener à bien la veille technologique, technique et économique et développerez de la propriété intellectuelle en lien avec les produits et innovations en cours. </p>\n<p>Le poste est à pourvoir au plus vite, en CDI, à Rumilly.</p>\n<p><strong>Profil </strong></p>\n<p>Vous êtes titulaire d’un diplôme d’ingénieur en mécanique ; ou procédés ou physique-chimie, et vous êtes spécialisé·e sur le domaine des revêtements ou matériaux composites. Vous justifiez d’une expérience significative d’au moins 5 ans dans le secteur industriel en gestion de projets techniques transverses, sur des enjeux thermiques et mécaniques forts.</p>\n<p>Vous appréciez travailler dans un univers technique complexe et multidisciplinaire, et savez élaborer en conséquence des partenariats industriels de haut niveau. Vous avez fait vos preuves dans la gestion de projets, et votre capacité d’animation vous permettent d’être un acteur incontournable dans les équipes transversales (Marketing, Développement, Production).</p>\n<p>Votre sens de l’organisation et votre rigueur vous permettent d’adapter les concepts innovants de façon pragmatique. Force de proposition, vous savez prendre du recul et analyser les problèmes rencontrés et d’aller au bout des projets</p>\n<p>Curieux·se et polyvalent·e, vous avez une appétence pour le travail collaboratif en environnement international alliée à de fortes qualités de communication (en anglais et en français) qui favorise l’agilité, le travail d’équipe et d’impact</p>\n<p>Vous êtes soucieux·se d’élargir votre domaine de compétences et de vivre de nouveaux challenges tant techniques qu’humains au sein d’un grand groupe international innovant qui favorise l’agilité et le travail d’équipe. Si l’idée de rejoindre un environnement propice à la bonne humeur vous motive, envoyez-nous votre candidature sans plus tarder à Adoc Talent Management.</p><p><br></p>",,"704893ff996b","2019-11-04T16:21:18.447Z","2021-10-21T07:34:01.471Z","2019-11-04T16:24:10.885Z","2021-01-27T17:04:40.642Z"
"aaaf369aacb001","Full-Time","closed","Chef de projet innovation - Expert en formulation des revêtements H/F (CDI)","Mid Level","Doctorate","Rumilly, FR",,,"<p>Adoc Talent Management recherche pour son client un·e Chef de projet innovation – expert en formulation des revêtements H/F. Notre client est un acteur majeur sur le secteur de la fabrication d’articles ménagers et culinaires. Sa dynamique innovante lui a permis de se positionner sur plusieurs marques aussi complémentaires qu’influentes. Son positionnement international lui permet et le pousse à être en permanence à la pointe de la technologie et être pionnier sur ses activités.</p>\n<p><strong>Poste </strong></p>\n<p>Au sein de l’équipe Innovation Recherche –Revêtements , vous serez en charge de la gestion des projets d’innovation sur le développement et l’amélioration des revêtements.</p>\n<p>Après prise en compte des besoins et directives marketing vous serez garant.e des explorations innovantes sur les revêtements ainsi que les processus industriels qui y sont liés.</p>\n<p>Pour ce faire, vous estimerez le coût, la faisabilité et l’intérêt technique des projets et ferez le lien avec le secteur académique et ses recherches. De plus, vous mettrez en place des tests et essais sur les innovations en cours pour en montrer la performance.</p>\n<p>Egalement, vous aurez la charge de mener à bien la veille technologique, technique et économique et développerez de la propriété intellectuelle en lien avec les produits et innovations en cours.</p>\n<p>Le poste est à pourvoir au plus vite, en CDI, à Rumilly.</p>\n<p><strong>Profil </strong></p>\n<p>Vous êtes titulaire d’un diplôme d’ingénieur en chimie ainsi que d’un doctorat sur le domaine des polymères, formulation de PTFE ou de peintures ou domaine connexe. Vous justifiez d’une expérience significative d’au moins 5 ans dans le secteur industriel des revêtements et avez des connaissances formulation et mise en œuvre de revêtements couches épaisses base polymères et idéalement polymères fluorés.</p>\n<p>Votre forte technicité, votre créativité et votre force de proposition vous permettent d’analyser les problèmes rencontrés dans le but de faire avancer l’innovation. Vous avez une capacité de leadership certaine acquise lors de vos expériences managériales en gestion de projets. Vous êtes curieux.se et polyvalent, et vous positionner sur les décisions importantes ne vous fait pas peur. Vous appréciez travailler sur le design expérimental et vous avez une appétence pour le travail collaboratif en environnement international, alliée à de fortes qualités de communication (en anglais et en français).</p>\n<p>Si l’idée d’évoluer en équipe dans un environnement pluridisciplinaire&nbsp;vous motive, envoyez-nous votre candidature sans plus tarder à Adoc Talent Management.<br></p>",,"704893ff996b","2019-11-04T16:25:57.152Z","2021-01-18T10:43:28.890Z","2019-11-04T16:28:08.771Z","2019-11-04T16:28:08.771Z"
"c36a775227e801","Full-Time","closed","CTO Machine Monitoring (F/H) (CDI)","Associate",,"Villeneuve d’Ascq, FR","France",,"<p>Adoc Talent Management recrute pour son client un·e Chief Technical Officer Machine Monitoring. Notre client est une start-up en forte croissante qui conçoit et déploie des solutions matérielles et logicielles appliquées à la surveillance d’équipements industriels.</p>\n<p>Poste</p>\n<p>Au sein de la Business Unit Machine Monitoring et en étroite relation avec son Directeur Général, vous veillerez au suivi de tous les développements matériels et logiciels relatifs à l’exploitation de la BU. </p>\n<p>Ainsi, vous serez en charge de comprendre les problématiques industrielles des partenaires concernant la maintenance prédictive et la détection de pannes de leurs équipements. </p>\n<p>Vous définirez les besoins techniques, vous piloterez les discussions avec les partenaires puis vous assurerez le respect du cahier des charges et des délais lors des phases de prototypage et d’industrialisation des produits (hardware et software).</p>\n<p>Vous assurerez le recrutement, l’encadrement et le développement de votre future équipe technique.</p>\n<p>Le poste est à pourvoir au plus vite, en CDI, à Villeneuve d’Ascq (banlieue proche de Lille).</p>\n<p>Profil</p>\n<p>Vous êtes ingénieur et justifiez d’au moins 2 années d’expérience réussies en maintenance vibratoire. Vous avez des bonnes connaissances sur la mécanique des machines tournantes (pompes, moteurs, compresseurs, HVAC, etc.). Des notions en électronique serait également un plus. Vous êtes proactif et autonome, vous avez déjà travaillé en mode projet ou avez déjà mené un projet de développement de produits jusqu’à l’industrialisation. Doté·e d’un bon relationnel, vous n’avez pas peur de challenger les partenaires. Si vous voulez participer à cette aventure entrepreneuriale et évoluer dans un environnement start-up stimulant avec une forte culture de la confiance, de l’engagement et de l’innovation, envoyez au plus vite votre candidature à Adoc Talent Management (www.adoc-tm.com).</p>",,"f019a694a1a0","2019-11-07T09:04:30.109Z","2020-03-11T14:51:45.189Z","2019-11-07T09:05:33.376Z","2019-11-07T09:05:33.376Z"
"b8b71dd8b16801","Full-Time","archived","Ingénieur brevet Telecom et TIC (H/F) (CDI)","Entry Level","Master's Degree","St Aubin, FR","France","AMB-ATM19136","<p>Adoc Talent Management recrute pour son client, cabinet de conseils en Propriété Intellectuelle, un·e ingénieur brevet Telecom & TIC pour étoffer l’équipe aujourd’hui constituée d’une cinquantaine d’experts en propriété intellectuelle. Cette société intervient auprès de grands groupes et start’up ainsi que de structures académiques pour les accompagner dans toutes les leurs problématiques PI (brevets, marques, modèles, codes sources, assistance en cas de litige, etc.), en France et à l’international. Le poste est situé dans la vallée de Chevreuse, couplant tout le dynamisme de l’innovation du Plateau de Saclay et un lieu de vie agréable, qui a su conserver une large place à la nature.</p>\n<p><strong>Poste</strong></p>\n<p>Après une formation sur le terrain et en collaboration avec les managers mandataires agréés auprès de l’Office Européen des Brevets, vous prendrez en charge des dossiers pour des clients variés. Naturellement curieux·se de toutes les avancées technologiques, vous pourrez vous épanouir au sein de ce cabinet qui intervient dans tous les secteurs, des télécommunications à la biotech’, de l’instrumentation à l’énergie…</p>\n<p>Vous serez en charge d’accompagner les inventeurs dans les choix les plus adaptés de protection, la démonstration du caractère novateur, la rédaction de demandes de brevet en français et en anglais et le suivi des procédures de délivrance. Dans ce but, vous préparerez les réponses aux lettres officielles (INPI, OEB, USPTO, etc.). Vous conduirez des études de brevetabilité et de liberté d’exploitation, des actions en contrefaçon, des oppositions. L’ensemble de ces missions vous conduira à étudier des documents techniques et conduirez les analyses juridiques.</p>\n<p>Vous aurez de nombreuses interactions en interne du cabinet, mais également avec les clients et les offices des brevets à l’étranger.</p>\n<p><strong>Profil</strong></p>\n<p>Titulaire d’un doctorat ou diplôme d’ingénieur en informatique / génie logiciel, télécommunications ou électronique, vous avez une appétence pour découvrir les métiers de la propriété intellectuelle ou déjà de l’expérience en cabinet brevet. Vous recherchez un poste qui valorise vos connaissances scientifiques et vous permettent d’acquérir des connaissances juridiques.</p>\n<p>Vous avez un anglais courant, tant à l’oral qu’à l’écrit pour échanger avec les correspondants locaux en Asie et aux Etats-Unis. La maîtrise de l’allemand serait un plus.</p>\n<p>Vous aimez rechercher l’information sur des sujets variés, savez rapidement vous imprégner des documents et les synthétiser avec un esprit critique et un sens de l’analyse. Vous avez su faire preuve de bonnes capacités rédactionnelles, savez construire des argumentaires en faisant preuve de rigueur tout en respectant les dates butoirs. Vous êtes à l’écoute, avez le sens du service, une forte ouverture d’esprit et une capacité à vous adapter. Dans l’entraide, vous aimez le travail en équipe et contribuez à impulser une atmosphère dynamique et soudée autour de vous.</p>\n<p>Vous recherchez un poste où vous pourrez sortir de votre zone de confort et monter en compétences rapidement, alors rejoignez ce cabinet afin d’y développer votre expertise métier et vos opportunités de carrière (notamment via la préparation du CEIPI et l’agréement en tant que mandataire européen).</p>",,"f019a694a1a0","2019-11-13T14:15:08.332Z","2019-11-14T11:02:49.403Z",,
"0a6429ba43ab01","Full-Time","closed","Ingénieur brevet Telecom et TIC (H/F) (CDI)","Entry Level","Master's Degree","Saint-Aubin, FR","France","AMB-ATM19136","<p>Adoc Talent Management recrute pour son client, cabinet de conseils en Propriété Intellectuelle, un·e&nbsp;ingénieur brevet Telecom & TIC pour étoffer l’équipe aujourd’hui constituée d’une cinquantaine&nbsp;d’experts en propriété intellectuelle. Cette société intervient auprès de grands groupes et start’up ainsi&nbsp;que de structures académiques pour les accompagner dans toutes les leurs problématiques PI&nbsp;(brevets, marques, modèles, codes sources, assistance en cas de litige, etc.), en France et à&nbsp;l’international. Le poste est situé dans la vallée de Chevreuse, couplant tout le dynamisme de&nbsp;l’innovation du Plateau de Saclay et un lieu de vie agréable, qui a su conserver une large place à la&nbsp;nature.</p><p><strong>Poste</strong></p><p>Après une formation sur le terrain et en collaboration avec les managers mandataires agréés auprès de l’Office Européen des Brevets, vous prendrez en charge des dossiers pour des clients variés.</p>\n<p>Naturellement curieux·se de toutes les avancées technologiques, vous pourrez vous épanouir au sein de ce cabinet qui intervient dans tous les secteurs, des télécommunications à la biotech’, de l’instrumentation à l’énergie…</p>\n<p>Vous serez en charge d’accompagner les inventeurs dans les choix les plus adaptés de protection, la démonstration du caractère novateur, la rédaction de demandes de brevet en français et en anglais et le suivi des procédures de délivrance. Dans ce but, vous préparerez les réponses aux lettres officielles (INPI, OEB, USPTO, etc.). Vous conduirez des études de brevetabilité et de liberté d’exploitation, des actions en contrefaçon, des oppositions. L’ensemble de ces missions vous conduira à étudier des documents techniques et conduirez les analyses juridiques.</p>\n<p>Vous aurez de nombreuses interactions en interne du cabinet, mais également avec les clients et les offices des brevets à l’étranger.</p><p><strong>Profil</strong></p><p>Titulaire d’un doctorat ou diplôme d’ingénieur en informatique / génie logiciel, télécommunications ou&nbsp;électronique, vous avez une appétence pour découvrir les métiers de la propriété intellectuelle ou déjà&nbsp;de l’expérience en cabinet brevet. Vous recherchez un poste qui valorise vos connaissances&nbsp;scientifiques et vous permettent d’acquérir des connaissances juridiques.<br></p><p>Vous avez un anglais courant, tant à l’oral qu’à l’écrit pour échanger avec les correspondants locaux&nbsp;en Asie et aux Etats-Unis. La maîtrise de l’allemand serait un plus.<br>Vous aimez rechercher l’information sur des sujets variés, savez rapidement vous imprégner des&nbsp;documents et les synthétiser avec un esprit critique et un sens de l’analyse. Vous avez su faire preuve&nbsp;de bonnes capacités rédactionnelles, savez construire des argumentaires en faisant preuve de rigueur<br>tout en respectant les dates butoirs. Vous êtes à l’écoute, avez le sens du service, une forte ouverture&nbsp;d’esprit et une capacité à vous adapter. Dans l’entraide, vous aimez le travail en équipe et contribuez&nbsp;à impulser une atmosphère dynamique et soudée autour de vous.<br></p><p>Vous recherchez un poste où vous pourrez sortir de votre zone de confort et monter en compétences&nbsp;rapidement, alors rejoignez ce cabinet afin d’y développer votre expertise métier et vos opportunités&nbsp;de carrière (notamment via la préparation du CEIPI et l’agréement en tant que mandataire européen).</p><p>Merci d’envoyer votre candidature (CV + motivations + prétentions salariales) à Adoc Talent&nbsp;Management (www.adoc-tm.com).</p>","Other","f019a694a1a0","2019-11-14T09:23:02.370Z","2020-02-17T15:32:03.182Z","2019-11-14T09:27:46.208Z","2019-11-14T09:27:46.208Z"
